,name,category,address,tel,description,summary
5774,A'TYPIC TOUCH,Prêt à porter,"Rue du Restaurant Bangkok Terrasse, Imm. carrelé face à l’Ancienne Maison de la Radio Nationale, 2ème Etage, Quartier Résidentiel 01 BP 3786 Cotonou - Bénin",+2290165337373,,Prêt à porter
5775,ABDOUL BOTECA VANETA,Prêt à porter,Hêvié Tchangbé Abomey-Calavi - Bénin,+2290190117799,,Prêt à porter
5776,ABEKE FASHION,Prêt à porter,Dantokpa Cotonou - Bénin,+2290197084894,,Prêt à porter
5777,ABK FASHION,Prêt à porter,"Av. de l'Ouémé, non loin du carrefour 16 Ampoules Gbèdjromédé Cotonou - Bénin",+2290196846424,,Prêt à porter
5778,ABOUBAKA,Prêt à porter,Dodji Hêvie Abomey-Calavi - Bénin,Tel:+2290154970216,,Prêt à porter
5779,ABRAHAM ADAMOU,Prêt à porter,Hêvié tchang Abomey-Calavi - Bénin,+2290157567004,,Prêt à porter
5780,ABS (AFRICAN BUSINESS SUCCES),Prêt à porter,"En quittant Etoile vers Carrefour Toyota, côté Gauche Agontinkon Cotonou - Bénin",+2290194335151,,Prêt à porter
5781,ACUARELA (Ets),Prêt à porter,"01 BP 2873, Sikècodji, C/470 Rue 211 - Plan I3 - Page 181 Cotonou - Bénin",Tel:+2290121327528,,Prêt à porter
5782,ADA,Prêt à porter,Pharmacie ITA calavi Cotonou - Bénin,+2290167454510,,Prêt à porter
5783,ADIRE,Prêt à porter,"Aidjedo, non loin de l ancienne direction de glo Cotonou - Bénin",+2290197693151,Vente de bazins et tenues tintées,Prêt à porterVente de bazins et tenues tintées
5784,ADISS ET FILS,Prêt à porter,Rez H 194 Tokpa - Dantokpa Cotonou - Bénin,+2290195953125,,Prêt à porter
5785,ADJINAKOU CICA DESIGN,Prêt à porter,En face de l'eglise Apostolique Gbèdjromédé Cotonou - Bénin,+2290195404444,,Prêt à porter
5786,AFIBEL,Prêt à porter,Rue des Cheminots Jonquet Cotonou - Bénin,+2290195418070,,Prêt à porter
5787,AFROLOOK BENIN,Prêt à porter,ITA carrefour juste à côté de l'autogare Abomey-Calavi - Bénin,+2290190120050,"Afrolook est une marque de Prêt à porter Africain Une Equipe dynamique qui met à la portée de toute personne (Homme, Femme, Enfants) des tenues de grande tendance chic a moindre coût.","Prêt à porterAfrolook est une marque de Prêt à porter Africain Une Equipe dynamique qui met à la portée de toute personne (Homme, Femme, Enfants) des tenues de grande tendance chic a moindre coût."
5788,AGAPE MULTI-SERVICE,Prêt à porter,"Rue 1241, Maison 301 Avotrou Cotonou - Bénin",+2290163058566,,Prêt à porter
5789,AGBAJUMON,Prêt à porter,Tankpê Abomey-Calavi - Bénin,+2290197866634,Prêt à porter,Prêt à porterPrêt à porter
5790,AGESAF,Prêt à porter,Av. de la Francophonie Aïbatin Cotonou - Bénin,+2290197893143,,Prêt à porter
5791,AGO PLUS,Prêt à porter,Rue 3127 Ayélawadjé Cotonou - Bénin,+2290166363611,,Prêt à porter
5792,AKILOU PRÊT A PORTER,Prêt à porter,Av. Germain Olory Togbé Vodjè Cotonou - Bénin,+2290197491951,,Prêt à porter
5793,AKISSI FASHION,Prêt à porter,Pavé Kindonou Kindonou Cotonou - Bénin,+2290169080830,,Prêt à porter
5794,AKPEDJE,Prêt à porter,Voie Pavés de l'Ecole Public Tanto Cotonou - Bénin,+2290167472716,,Prêt à porter
5795,AKWU FIRST CLASER,Prêt à porter,En face du Complexe Scolaire d'Adoglèta Adogléta Cotonou - Bénin,+2290197730989,,Prêt à porter
5796,3 A,Tissus et textiles,Dantokpa Marché Cotonou - Bénin,+2290197397973,,Tissus et textiles
5797,AFRICA NEW CONFECTION,Tissus et textiles,"Rue 214, Lot 4319-M, Carré 326, Ayélawadjè 2 Akpakpa Cotonou - 656 - Bénin",Tel:+2290161055418,"ANC est une entreprise spécialisée dans la confection de tenues d'excellente qualité. Elle a pour vocation d’apporter à ses clients du BEAU et du FONCTIONNEL dans la confection des tenues classiques, modernes, traditionnelles et autres accessoires adaptés à tout événement (familial, professionnel…) et disponibles dans toutes les tailles.","Tissus et textilesANC est une entreprise spécialisée dans la confection de tenues d'excellente qualité. Elle a pour vocation d’apporter à ses clients du BEAU et du FONCTIONNEL dans la confection des tenues classiques, modernes, traditionnelles et autres accessoires adaptés à tout événement (familial, professionnel…) et disponibles dans toutes les tailles."
5798,AKADIRI OLAWOLE EDJIDE,Tissus et textiles,"Imm. 342, Av. Mgr. Steimetz Tokpa - Dantokpa Cotonou - Bénin",+2290197312053,,Tissus et textiles
5799,AKPOVO SEMPRONIA,Tissus et textiles,"C/ 124, Carrefour Sodjéatimè Akpakpa - 06 BP 1182 Cotonou - Bénin",+2290197072565,,Tissus et textiles
5800,ALLAOUSSA STORE,Tissus et textiles,Akpakpa sodjea Akpakpa Cotonou - Bénin,Tel:+22997083172,,Tissus et textiles
5801,ANTOU TEXTILE,Tissus et textiles,Scoa-Gbéto Cotonou - Bénin,+2290197338119,,Tissus et textiles
5802,ATCHO OKE,Tissus et textiles,"en quittant l’église saint jean,en face de la mosquée Saint Jean Cotonou - Bénin",+2290167716691,Distribution de tissus traditionnel,Tissus et textilesDistribution de tissus traditionnel
5803,BEAUTE,Tissus et textiles,Koutongbé Porto-Novo - Bénin,Tel:+2290159140504,Ventes en ligne des accessoires de femme et d'homme.,Tissus et textilesVentes en ligne des accessoires de femme et d'homme.
5804,BENIN HUAHE,Tissus et textiles,Placodji entre la SCB et la BOA Cotonou - Bénin,+2290161156868,,Tissus et textiles
5805,BLACKSHOPZONE,Tissus et textiles,Cocotomey Cotonou - Bénin,Tel:+2290158411157,"BLACKSHOPZONE est une boutique de vente de vêtements de mode, vêtements de marque et vêtements personnalisé.","Tissus et textilesBLACKSHOPZONE est une boutique de vente de vêtements de mode, vêtements de marque et vêtements personnalisé."
5806,BOUTIQUE 3AC,Tissus et textiles,Quartier Agla mosquée Agla Cotonou - Bénin,+2290164163620,,Tissus et textiles
5807,BOUTIQUE AISSATOU,Tissus et textiles,"Imm. Hadj-ali, Carrefour Sogéma Tokpa - Dantokpa Cotonou - Bénin",+2290199228166,Achat et vente de Textile,Tissus et textilesAchat et vente de Textile
5808,BOUTIQUE WOODIN,Tissus et textiles,"Zone commerciale, en face de Ecobank Ganhi Cotonou - Bénin",+2290196554616,,Tissus et textiles
5809,BOUTIQUES VLISCO,Tissus et textiles,"Avenue Jean-Paul II, Route de l'aéroport Cotonou - Bénin",+2290199992222,,Tissus et textiles
5810,CHEZ MAMAN GABINO,Tissus et textiles,Sékou Abomey-Calavi - Bénin,+2290167190624,Distribution de pagne.,Tissus et textilesDistribution de pagne.
5811,CHEZ WEME,Tissus et textiles,Godomey gare Abomey-Calavi - Bénin,+2290191912156,Vente de tissus et accessoires de mode.,Tissus et textilesVente de tissus et accessoires de mode.
5812,CICA SHOP & HAIR,Tissus et textiles,- Cotonou - Bénin,+2290195842612,,Tissus et textiles
5813,CREATION DAKAR COTONOU,Tissus et textiles,"C/ 272 Scoa -Gbéto, von Hotel Babo Cotonou - Bénin",Tel:+2290121310813,,Tissus et textiles
5814,CROCHET LOOK,Tissus et textiles,Calavi zopah Abomey-Calavi - 444 - Bénin,Tel:+2290152745762,"Nous sommes une entreprise spécialisée dans la confection de vêtements au crochet pour enfants et adultes , hommes et femmes ,en gros comme en détail","Tissus et textilesNous sommes une entreprise spécialisée dans la confection de vêtements au crochet pour enfants et adultes , hommes et femmes ,en gros comme en détail"
5815,D'ALMEIDA AMELIE,Tissus et textiles,Dantokpa G-141 Cotonou - Bénin,+2290198176131,,Tissus et textiles
5816,DAV'S ETS,Tissus et textiles,- Akassato - XXX - Bénin,Tel:+2290194136336,C'est une entreprise très simple qui vous permet de porter les vêtements de haute qualité que nous vous fournissons pour vous faire rendre beau / belle.,Tissus et textilesC'est une entreprise très simple qui vous permet de porter les vêtements de haute qualité que nous vous fournissons pour vous faire rendre beau / belle.
5817,DEDEGBE ET FILS,Tissus et textiles,Danto Apro-Misserete - Bénin,Tel:+2290197573047,,Tissus et textiles
5818,DKF,Tissus et textiles,Tankpe Abomey-Calavi - Bénin,+2290157311810,,Tissus et textiles
5819,EMPEROR COMPANY,Tissus et textiles,"Carré 114 MISSEBO 65 Q, Grand carrefour Missebo, Tokpa Hoho Missébo - 01 BP 7770 Cotonou - Bénin",Tel:+2290121311143,"EMPEROR COMPANY est une société de production de vêtements quatre saisons et de commercialisation des tee-shirts, Polos, Débardeurs, Boxers et Pull de grandes marques américaines comme Gildan, Anvil,Suna, Comfort, ALSTYL etc.","Tissus et textilesEMPEROR COMPANY est une société de production de vêtements quatre saisons et de commercialisation des tee-shirts, Polos, Débardeurs, Boxers et Pull de grandes marques américaines comme Gildan, Anvil,Suna, Comfort, ALSTYL etc."
5820,ENOLYS SOIERIES,Tissus et textiles,16 Ampoules 03 BP 2512 Cotonou - Bénin,+2290163620371,,Tissus et textiles
5821,ETS ABI HOLA STORE,Tissus et textiles,Saint Michel Saint Michel - BP 8197 Cotonou - Bénin,+2290190022088,,Tissus et textiles
5822,ETS AGBANLIN PHILOMENE,Tissus et textiles,- Cadjèhoun - 07 BP 0587 Cotonou - Bénin,+2290195064386,,Tissus et textiles
5823,ETS AGUIVIR ET FILS,Tissus et textiles,"C/ 964, Etoile Rouge Cotonou - Bénin",Tel:+2290121325750,,Tissus et textiles
5824,ETS AKIMAMAB,Tissus et textiles,Quartier Yenawa C/ N° 4566 Cotonou - Bénin,+2290197395432,,Tissus et textiles
5825,ETS AKIN SALAMATOU,Tissus et textiles,"Samba Laobe, Tokpa-Hoho Cotonou - Bénin",Tel:+2290121313449,,Tissus et textiles
5826,ALHERI EQUIPE COMMUNICATION,Cartes de recharge,"Zogbohoue,Ilot 2011 Cotonou - Bénin",Tel:+2290166784955,,Cartes de recharge
5827,ETS BINO'S ET FILS,Cartes de recharge,A côté du collège la Pyramide Mènontin Cotonou - Bénin,+2290167730800,,Cartes de recharge
5828,ETS LES 2 D'EDEN,Cartes de recharge,Rue 2028 Suru Léré Cotonou - Bénin,+2290167313032,,Cartes de recharge
5829,ETS LES MONT DES OLIVIERS ET FILS,Cartes de recharge,"Rue 3127, Agbodjèdo Akpakpa Cotonou - Bénin",+2290162352929,,Cartes de recharge
5830,SICA ENTRETIEN,Cartes de recharge,Rue 2028 Suru Léré - 06 BP 274 Cotonou - Bénin,+2290160003400,,Cartes de recharge
5831,TRI GROUP,Cartes de recharge,"Rue 11007, Imm. 1502, lot 738-C Gbégamey Cotonou - Bénin",+2290162020202,,Cartes de recharge
5832,VANEL,Cartes de recharge,"C/N° 1355 D, Houeyiho 2 03 BP 2655 Cotonou - Bénin",+2290197441249,,Cartes de recharge
5833,BETEIR BENIN,Opérateurs téléphoniques,"C/ 955, Place de l’Etoile Rouge, 072 BP135   Cotonou - Bénin",Tel:+2290121322952,,Opérateurs téléphoniques
5834,ETS MIDAG & FILS,Opérateurs téléphoniques,"Abemey-calavi,tori-gare Cotonou - Bénin",Tel:+2290165155758,,Opérateurs téléphoniques
5835,LA GLOIRE MIDOKPE SEMEVO,Opérateurs téléphoniques,Centre Ahito Allada - Bénin,Tel:+2290166664561,,Opérateurs téléphoniques
5836,MOHAMED GSM,Opérateurs téléphoniques,Allada Sokou Cotonou - Bénin,Tel:+2290197814470,,Opérateurs téléphoniques
5837,MTN BENIN,Opérateurs téléphoniques,"360 Rue, Boulevard de la Marina Jonquet - 01 BP 5293 Cotonou - Bénin",+2290162620000,,Opérateurs téléphoniques
5838,Moov Africa Benin,Opérateurs téléphoniques,Avenue Jean Paul II Zone résidentielle Immeuble Etisalat 01 BP 8052 Cotonou - Bénin,Tel:+2293333,,Opérateurs téléphoniques
5839,ZEPHIR TELECOM,Opérateurs téléphoniques,"01 BP 1117  Agontinkon, C/ 569 Cotonou - Bénin",Tel:+2290193462030,,Opérateurs téléphoniques
5840,ADK CORPORATE,Télécentres,C/1867 Fifadji Cotonou - Bénin,+2290195659744,"Distributeurs de Canal +, Werstern union, Photo Minute","TélécentresDistributeurs de Canal +, Werstern union, Photo Minute"
5841,E'MPACT PLUS,Télécentres,Fidjrosse en face de soneb adjaha Cotonou - Bénin,+2290197171111,"Réalisation de campagne commerciale, réception d'appel, support client. Réalisation d'enquête de satisfaction client. Formation, coaching et gestion de la qualité du service client Accompagnement pour la mise en place du service client et Call center","TélécentresRéalisation de campagne commerciale, réception d'appel, support client. Réalisation d'enquête de satisfaction client. Formation, coaching et gestion de la qualité du service client Accompagnement pour la mise en place du service client et Call center"
5842,INTERNATIONAL CONTACX COTONOU,Télécentres,"55 Avenue Steinmetz, Imm. ARGG 5ème étage Cotonou - Bénin",Tel:+2290161229766,,Télécentres
5843,2OUS-TECH,Télécommunications,- Godomey Abomey-Calavi - 00229 - Bénin,Tel:+2290194502298,,Télécommunications
5844,ABRIS TELECOM,Télécommunications,Houéyho 10 BP 287 Abomey-Calavi Abomey-Calavi - Bénin,+2290195366666,ABRIS TELECOM est une Société de télécommunications.,TélécommunicationsABRIS TELECOM est une Société de télécommunications.
5845,ABSU-CEP (AGENCE BENINOISE DU SERVICE UNIVERSEL DES COMMUNICATIONS ELECTRONIQUES ET DE LA POSTE),Télécommunications,"C/908, Immeuble Bassam Gbégamey - 08 BP 933 Cotonou - Bénin",Tel:+2290121325342,,Télécommunications
5846,ADSAT-TECH,Télécommunications,Littoral Cotonou - 5656 - Bénin,,"Agence de Télécommunication, Data Science et IA, Informatiques","TélécommunicationsAgence de Télécommunication, Data Science et IA, Informatiques"
5847,AGENCE POUR LE DEVELOPPEMENT DU NUMERIQUE,Télécommunications,"Bd de la Marina, Bâtiment Annexe de la Président, 2e étage 01 BP 2028 Cotonou - Bénin",Tel:+2290121300226,,Télécommunications
5848,ALINK TELECOM,Télécommunications,Rue Dako Donou Guinkomey - 06 BP 1685 Cotonou - Bénin,Tel:+2290121318866,,Télécommunications
5849,ANYXTECH SARL,Télécommunications,"Saint Michel, en face de l’église ICC. Cotonou - Bénin",+2290152415241,"ANYXTECH SARL est une entreprise évoluant dans l’’écosystème numérique. Nous vous accompagnons dans l’audit et consulting, le déploiement, la vente et la maintenance de votre système de télécommunications et de votre pack informatique, l’accompagnement marketing et les stratégies de communication.","TélécommunicationsANYXTECH SARL est une entreprise évoluant dans l’’écosystème numérique. Nous vous accompagnons dans l’audit et consulting, le déploiement, la vente et la maintenance de votre système de télécommunications et de votre pack informatique, l’accompagnement marketing et les stratégies de communication."
5850,AUTHENTIC VISION GROUPS TELECOM & POWER SARL - AVG-TP SARL,Télécommunications,- Cotonou - Bénin,+2290151379107,Entreprise de télécommunications.,TélécommunicationsEntreprise de télécommunications.
5851,BLOLAB,Télécommunications,Rue 2180 Kindonou Cotonou - Bénin,+2290197383174,,Télécommunications
5852,BUSINESS CONTINUITY SERVICES,Télécommunications,- Cotonou - Bénin,+2290166612469,,Télécommunications
5853,CHEZ LES JEUNES ET FILS,Télécommunications,Lobozounkpa C/SB Abomey-Calavi - Bénin,+2290196393285,,Télécommunications
5854,CHIC LIGNEE,Télécommunications,- Abomey-Calavi - 00229 - Bénin,Tel:+2290192252528,CHIC LIGNEE basée dans la commune d’Abomey Calavi est une structure spécialisée dans la distribution de tout produit et services du GSM et du BTP. Nous sommes un partenaire de Celtis.,TélécommunicationsCHIC LIGNEE basée dans la commune d’Abomey Calavi est une structure spécialisée dans la distribution de tout produit et services du GSM et du BTP. Nous sommes un partenaire de Celtis.
5855,CINM,Télécommunications,01 BP 2263 Cotonou - Bénin,+2290196034216,,Télécommunications
5856,COMPLEXE POLYTECHNIQUE SAINT YVES,Télécommunications,Sur la voie pavée allant de Wologuêdè à Fifodji Sainte Rita - 03 BP 2814 Cotonou - Bénin,Tel:+2290121983346,,Télécommunications
5857,CONNECTEO BENIN SA,Télécommunications,"Av. Steinmetz, maison 4002 Saint Michel - 01 BP 6579 Cotonou - Bénin",Tel:+2290121328329,,Télécommunications
5858,DIGITEL,Télécommunications,"C/735A, Face PTT Gbégamey 02 BP 394 Cotonou - Bénin",Tel:+2290121313029,,Télécommunications
5859,ELECTRO 2000 COMPANY,Télécommunications,"Pk 3, rue pavée à coté de la Phcie St Martin, Akpakpa 06 BP 2622 Cotonou - Bénin",Tel:+2290121374036,,Télécommunications
5860,ELECTROTECH,Télécommunications,Vodjè 01 BP 4902 Cotonou - Bénin,+2290195090377,"Nous somme une société Télécoms basé a Cotonou, et nous sommes spécialisé dans trois domaines (Télécommunication, Informatique, Electricité)","TélécommunicationsNous somme une société Télécoms basé a Cotonou, et nous sommes spécialisé dans trois domaines (Télécommunication, Informatique, Electricité)"
5861,ETS ESPACE TELECOM PLUS,Télécommunications,Quartier Ponsa Bohicon - Bénin,+2290195712710,,Télécommunications
5862,ETS ETOILE DU MATIN,Télécommunications,Quartier Honmèho Bohicon - Bénin,+2290197168926,,Télécommunications
5863,ETS FOLA STORE,Télécommunications,"1783, Non loin de la Phcie Senade Akpakpa Cotonou - Bénin",+2290161181871,,Télécommunications
5864,ETS GENERAL SHARP,Télécommunications,Quartier Sèhouèho Bohicon - Bénin,,,Télécommunications
5865,ETS GENESE TELECOM,Télécommunications,"Abomey calavi, zogbadjè Cotonou - Bénin",+2290195306462,Réparation de téléphones portables,TélécommunicationsRéparation de téléphones portables
5866,ETS GROUPE ACCESS,Télécommunications,Ahouamey Lokossa - Bénin,+2290190029777,,Télécommunications
5867,ETS GUEDES,Télécommunications,Av. du Renouveau Sainte Rita Cotonou - Bénin,+2290197931717,,Télécommunications
5868,ETS INTERNATIONAL SERVICE,Télécommunications,Quartier Honmêho situé sur la voie ABOMEY-BOHICON entre FINADEV et HECM Bohicon - Bénin,+2290195794532,,Télécommunications
5869,ETS LA COMPETENCE INFORMATIQUE,Télécommunications,Quartier Agonvèzoun Bohicon - Bénin,+2290196027173,,Télécommunications
5870,ETS LA TOUZA,Télécommunications,- Gbodjo Abomey-Calavi - Bénin,+2290195346406,,Télécommunications
5871,ETS LE CIEL OUVERT,Télécommunications,Guinkomey Lokossa - Bénin,+2290195865337,,Télécommunications
5872,ETS MAYO SERVICE,Télécommunications,En Face du CEG Nokoué Kindonou Cotonou - Bénin,+2290197402721,,Télécommunications
5873,3CO COMMUNICATION,Téléphonie mobile,"Av. de l'Europe, Non loin du Stade de l'Amitié Cotonou - Bénin",+2290194465946,,Téléphonie mobile
5874,3M SERVICES PLUS,Téléphonie mobile,"En face du marché, Togba Abomey-Calavi - Bénin",+2290197488560,,Téléphonie mobile
5875,AB TELECOM,Téléphonie mobile,Echangeur Houeyiho Cotonou - Bénin,+2290194444000,,Téléphonie mobile
5876,ABASSE COOL GSM,Téléphonie mobile,Rue Bel Air Hlacomey Cotonou - Bénin,+2290197753054,,Téléphonie mobile
5877,ABS TELECOMS,Téléphonie mobile,- Cotonou - Bénin,Tel:+2290121314803,,Téléphonie mobile
5878,ADAIS'S GSM,Téléphonie mobile,Lokokoukome Cotonou - Bénin,+2290196842227,,Téléphonie mobile
5879,ADECHINA MOBILE,Téléphonie mobile,"Non loin de la pharmacie Lilu lilu, Hlazounto Agla Cotonou - Bénin",+2290196079119,,Téléphonie mobile
5880,AFFAIRES KASSA SARL,Téléphonie mobile,Cococodji Ouidah - Bénin,Tel:+2290120063817,,Téléphonie mobile
5881,AL-HADJ QUALITE,Téléphonie mobile,Av. de l'Europe Godomey Abomey-Calavi - Bénin,+2290165139670,,Téléphonie mobile
5882,ALI GSM,Téléphonie mobile,Allada Cotonou - Bénin,Tel:+2290194747300,,Téléphonie mobile
5883,ALL TELECOM SERVICES,Téléphonie mobile,"Dans la von de petit à petit 2, après CEG l'entente à droite Agla Cotonou - Bénin",+2290169347835,,Téléphonie mobile
5884,ALLO MOBILE,Téléphonie mobile,Arconville Abomey-Calavi - Bénin,+2290164893241,,Téléphonie mobile
5885,ALO MOBILE,Téléphonie mobile,Agence Principale Ganhi: face Eglise Notre Dame Ganhi Cotonou - Bénin,+2290195060118,,Téléphonie mobile
5886,ALSENE GSM,Téléphonie mobile,- Cotonou - Bénin,+2290166586240,,Téléphonie mobile
5887,AMADOU GSM,Téléphonie mobile,Rue de Houeto Tankpê Abomey-Calavi - Bénin,+2290194281116,"Réparation, vente de portables et d'ordinateurs","Téléphonie mobileRéparation, vente de portables et d'ordinateurs"
5888,AMAGET,Téléphonie mobile,"Non loin du Stade de l'Amitié, Boutique N°575 Zogbo Cotonou - Bénin",+2290166197474,,Téléphonie mobile
5889,AMAZING GRACE COMMUNICATIONS,Téléphonie mobile,Rue 7046 Sikècodji Cotonou - Bénin,+2290160303405,Vente d'accessoires de téléphones portables,Téléphonie mobileVente d'accessoires de téléphones portables
5890,AMEDO GENERATION TECHNOLOGIE,Téléphonie mobile,En face du grand portail de l’Université d’Abomey Calavi Abomey-Calavi - Bénin,+2290166506166,Vente et Réparation d'ordinateur portables -Desktop -Accessoires Informatique - Electroménager-Commerce en Gros -Détails.,Téléphonie mobileVente et Réparation d'ordinateur portables -Desktop -Accessoires Informatique - Electroménager-Commerce en Gros -Détails.
5891,ANDROID STORE,Téléphonie mobile,"C/1146, Face à la BOA Ste Rita Wologuêdè - Minonkpo Cotonou - Bénin",+2290196222252,,Téléphonie mobile
5892,ANGE AUREL,Téléphonie mobile,- Zogbo Cotonou - Bénin,+2290197100197,,Téléphonie mobile
5893,APPLE CENTER,Téléphonie mobile,Bidossessi Abomey-Calavi - Bénin,+2290191517676,,Téléphonie mobile
5894,APPLE DEALS,Téléphonie mobile,Sur les pavées derrière le Collège Père Aupiais Cotonou - Bénin,+2290197272648,,Téléphonie mobile
5895,APPLE STORE COTONOU,Téléphonie mobile,"2ème Vons après MTN, Block 158 Ganhi Cotonou - Bénin",+2290167646464,,Téléphonie mobile
5896,ARTHESAM TELECOM,Téléphonie mobile,Gbènan Ouidah - Bénin,+2290164777724,,Téléphonie mobile
5897,AS-STORE,Téléphonie mobile,Calavi agori après école bakhita en quittant kpota Abomey-Calavi - Bénin,+2290141118888,,Téléphonie mobile
5898,AZ REVOLUTION,Téléphonie mobile,Non loin du restaurant maman Benin Maro-Militaire Cotonou - Bénin,+2290197359494,,Téléphonie mobile
5899,BARODEV SARL,Téléphonie mobile,- 01 BP 7062 Cotonou - Bénin,Tel:+2290121047308,,Téléphonie mobile
5900,BETSAI,Téléphonie mobile,"Voie Maro-militaire, en face de l'Imm. IIM ex NINA MECHE Sikècodji Cotonou - Bénin",+2290196363626,,Téléphonie mobile
5901,BETSAI,Téléphonie mobile,Aibatin Cotonou - Bénin,+2290165260606,,Téléphonie mobile
5902,BETSAIL Sarl,Téléphonie mobile,Av. de la Francophonie Aïbatin Cotonou - Bénin,+2290163007575,,Téléphonie mobile
5903,ABATTOIR COTONOU,Abattoirs / Viande,"Rue 1744, Dandji, Tanto Akpakpa - 06 BP 21 Cotonou - Bénin",Tel:+2290121331798,,Abattoirs / Viande
5904,AVI PISCIL BENIN,Abattoirs / Viande,- Abomey-Calavi - Bénin,+2290196112507,vente des produits agroalimentaires,Abattoirs / Viandevente des produits agroalimentaires
5905,BOUCHERIE ELAZED,Abattoirs / Viande,"A 500 m de FECECAM, semè Abomey-Calavi - Bénin",+2290169003669,,Abattoirs / Viande
5906,BOUCHERIE LES ANGES,Abattoirs / Viande,- Abomey-Calavi - 01 BP 668 - Bénin,Tel:+2290155224468,Production transformation et commercialisation des produits de volailles.,Abattoirs / ViandeProduction transformation et commercialisation des produits de volailles.
5907,CADETEX,Abattoirs / Viande,Lot 1991 Zogbohoue Cotonou - Bénin,Tel:+2290162909097,"Production et commercialisation de viande maigre: lapin, poulet bicyclette, caille.","Abattoirs / ViandeProduction et commercialisation de viande maigre: lapin, poulet bicyclette, caille."
5908,CHEZ YAO,Abattoirs / Viande,- Abomey-Calavi - Bénin,+2290195088047,Commerce général boucherie.,Abattoirs / ViandeCommerce général boucherie.
5909,DEODAT SHOP,Abattoirs / Viande,Rue 408 Maro-Militaire Cotonou - Bénin,+2290166166299,,Abattoirs / Viande
5910,ETS CAGEB BOUCHERIE TEMOIN,Abattoirs / Viande,Non loin de l’église Béthel en face de la gare TCB BURKINA Guinkomey Cotonou - Bénin,+2290196217360,,Abattoirs / Viande
5911,FLOCON SARL,Abattoirs / Viande,Abomey-calavi Abomey - Bénin,+2290161836234,"Flocon sarl est une entreprise créé pour satisfaire les attentes de notre chers clientèle. Nous vous fournissons tout produit animale (lapin, poulet, porc etc...)","Abattoirs / ViandeFlocon sarl est une entreprise créé pour satisfaire les attentes de notre chers clientèle. Nous vous fournissons tout produit animale (lapin, poulet, porc etc...)"
5912,LEREEL PRODUCTION,Abattoirs / Viande,- Sékou - 0000 - Bénin,Tel:+2290144831282,Ma passion c'est de m'assurer le bien être de tous,Abattoirs / ViandeMa passion c'est de m'assurer le bien être de tous
5913,NAHEC,Abattoirs / Viande,- Abomey-Calavi - 00 - Bénin,,,Abattoirs / Viande
5914,POULET DU BENIN,Abattoirs / Viande,- Abomey-Calavi - Bénin,+2290162024949,,Abattoirs / Viande
5915,POULET WEDE,Abattoirs / Viande,"Tokan, Mosquée de Tokan Abomey-Calavi - Bénin",Tel:+2290140522304,"Production et distribution de la viande de poulet fraiche, locale et emballée.","Abattoirs / ViandeProduction et distribution de la viande de poulet fraiche, locale et emballée."
5916,PUNTO AGRIC BENIN,Abattoirs / Viande,- Abomey-Calavi - 0000 - Bénin,Tel:+2290161956710,Nous mettons en vente des lapins prêt pour l'accouplement.,Abattoirs / ViandeNous mettons en vente des lapins prêt pour l'accouplement.
5917,RJEC,Abattoirs / Viande,Parakou Parakou - 229 - Bénin,Tel:+2290163557700,Notre société est continuée des jeunes organisé en groupement pour l'agriculture. Elle est créé en 2019 par Bruno mapigou une jeune de 22ans. En 2020 l'organisation s'est lancé dans l'agriculture et l'élevage en général.,Abattoirs / ViandeNotre société est continuée des jeunes organisé en groupement pour l'agriculture. Elle est créé en 2019 par Bruno mapigou une jeune de 22ans. En 2020 l'organisation s'est lancé dans l'agriculture et l'élevage en général.
5918,24 CONSULTING,Agriculture,Togba Abomey-Calavi - Bénin,Tel:+2290162003980,,Agriculture
5919,ABC (AGRO BUSINESS CENTER),Agriculture,"Rue 5102, Rue du PNUD, Porte N° 225, Lot 107, Zone Résidentielle Camp Guézo - 01 BP 1048 Cotonou - Bénin",Tel:+2290121313559,,Agriculture
5920,ACMAC,Agriculture,"Etoile Rouge, C/1079 Akpakpa - 04 BP 673 Cotonou - Bénin",Tel:+2290121305990,,Agriculture
5921,ADMK CONCEPTS,Agriculture,Sékou Allada Allada - 229 - Bénin,Tel:+2290166038569,"Fournitures d'intrants agricoles, commercialisation de fruits, études.","AgricultureFournitures d'intrants agricoles, commercialisation de fruits, études."
5922,AFRICA GREENFOOT GLOBAL SARL,Agriculture,Bgamey Cotonou - Bénin,+2290161723949,"Agriculture hors sol, production cultures maraîchère","AgricultureAgriculture hors sol, production cultures maraîchère"
5923,AFRICARICE (ORGANISATION INTERNATIONALE POUR LE DEVELOPPEMENT DE LA FILIERE RIZICOLE),Agriculture,Rue 1250 Cotonou - Bénin,Tel:+2290121046061,,Agriculture
5924,AGRI -TERRE PROMISE,Agriculture,Allada Allada - Bénin,Tel:+2290197707732,"Agriculture (maraîchage, maïs, manioc, soja), Élevage (porc, lapins, volailles), Transformation agroalimentaire ( jus de fruits, charcuterie). Formation des jeunes en entrepreneuriat agricole.","AgricultureAgriculture (maraîchage, maïs, manioc, soja), Élevage (porc, lapins, volailles), Transformation agroalimentaire ( jus de fruits, charcuterie). Formation des jeunes en entrepreneuriat agricole."
