name,category,address,tel,description
SAMFO ET FILS,Pompes funèbres,Lot 126-IJ Gouakokotoclome Apro-Misserete - Bénin,Tel:+2290120007020,
SOBEPOF  ,Pompes funèbres,"6 BP 1799 Akpakpa C/ 4050, Rue 1885 (Bel Air) Cotonou - Bénin",Tel:+2290121335353,
BLANCHISSERIE PRESSING PASCAL,Pressings,- Dassa-Zoumé - Bénin,+2290153979821,
BONACHI PRESSING,Pressings,"09 BP 799, Scoa gbéto, C/416 Avenue du Roi Guézo - Plan B2 - Page 172 - Saint-Jean Atlantique Department Cotonou - Bénin",Tel:+2290121323971,
Benin Tous Services SAS,Pressings,229 - kouhounou Atlantique Department Cotonou - Bénin,+2290160007551,
Bola Entreprises,Pressings,06 BP 1275 Département de l’Ouémé Porto-Novo - Bénin,+2290169095175,
DEGNON GLORY,Pressings,BP 384 Abomey-Calavi (Alédjo Atlantique Department Abomey Calavi - Bénin,+2290196074426,
EBEN EZER PR (PRESSING BLANCHISSERIE),Pressings,229 Atlantique Department Abomey Calavi - Bénin,+2290196913263,
Fast-Clean,Pressings,188 Atlantique Department Abomey Calavi - Bénin,+2290196680323,
HAE AGENCY,Pressings,- - Hévié Atlantique Department Godomey - Bénin,+2290166210601,
O'CLEAN PRESSING,Pressings,"C/ 1157, Rue des restaurants - Haie Vive Haie Vive - 04 BP 463 Cotonou - Bénin",Tel:+2290121306941,
Outre-mer plus,Pressings,"53CH+94H, 00(229 Zou Department Bohicon - Bénin",+2290196814282,
Pressing Le Defi,Pressings,99R7+QPX - kouhounou Littoral Cotonou - Bénin,+2290195957954,
S.B.J INTERNATIONAL SARL,Pressings,04BP485 Cotonou /Derrière le stade de l'Amitié de - kouhounou Atlantique Department Cotonou - Bénin,+2290152331010,
SENAME SERVICES & TRADING,Pressings,"Cinema Okpe Oluwa, 03 BP 1118 JERICHO COTONOU C/1094 MINONKPO WLOGUEDE senametrading@gmail.com 2ème rue à droite après la mairi - Saint-Jean Atlantique Department Cotonou - Bénin",+2290197981209,
SG PRESSING,Pressings,"Non loin de la Phcie Kindonou, à gauche en quittant le Stade Général Mathieu KEREKOU - kouhounou Kindonou Cotonou - Bénin",+2290164000187,
WASHMAN,Pressings,0 Zopah Atlantique Department Abomey Calavi - Bénin,+2290152525233,
3K ASEC,Pressings,Agblangandan Sèmè-Podji - Bénin,+2290164190671,
ABLIBA MULTI BUISNESS HOUSE,Pressings,"Mson Pognon, lot 357 situé en face de l'EPP Sénadé I Sènandé I Cotonou - Bénin",+2290165006964,Prestation en pressing et blanchisserie véhicule et agence Immobilière
ADE BLANCHISSERIE PRESSING,Pressings,Catholique saint Moïse de sème Bohicon - Bénin,+2290159671592,La majorité des pressing existant mettent leur service à un niveau qui empêche un certain nombre de personnes d'avoir accès aux prestations. ADE Service non seulement décide de fournir un service à l'ancienne mais modernisé avec l'utilisation de machine. Mais nous ambitionnons de faire ce domaine une carrière de plus par le biais des séances de formation de jeunes qui ignorent les opportunités que ce domaine offres.
ADE SERVICES,Pressings,444 Zou Department Bohicon - Bénin,+2290159671592,
AG PRESSING,Pressings,Sur l'alignement de la BOA Etoile Rouge Cotonou - Bénin,+2290197171556,
ALANE PRESSING,Pressings,Akpakpa - Senade Lomnava Cotonou - Bénin,+2290151791786,
ALELUIA PRESSING,Pressings,Akpakpa Lomnava Cotonou - Bénin,+2290164360123,
ALIANCES SNZ,Pressings,"BP 313, Kouhounou, C/2245 Avenue du Renouveau - Plan B4 - Page 178 Cotonou - Bénin",Tel:+2290121385301,
ALINO PRESSING,Pressings,Colas Pahou - Bénin,+2290194945540,
AMBASSADOR PRESSING,Pressings,En quittant Cotonou pour Calavi dans le trafic local 100 mètres avant l'université ISM ADONAÏ. Côté opposé à la fin clôture du CEG D'ABOMEY-CALAVI Abomey-Calavi - 229 - Bénin,Tel:+2290154150700,"AMBASSADOR PRESSING LAUNDRY DRY CLEANERS met ses services à votre disposition dans la gestion de vos vêtements et votre linge. Nous avons à cœur la satisfaction de nos clients et leur proposons des services de lavage et de repassage adaptés à leur besoin. Vous n’avez plus à vous soucier de votre linge, nous nous en chargeons à votre place et à des prix imbattables. Les frais de collectes et livraisons sont gratuites."
ARABA CLEAN,Pressings,Ahossougbeta Ahossougléta Abomey-Calavi - Bénin,+2290197423348,
ASAMAL PRESSING,Pressings,"Gare, devant l'emplacement des camions Godomey Abomey-Calavi - Bénin",+2290195958328,
ASSOGBA & FILS,Pressings,"Rue 1264, Akpakpa Ayelawadje Akpakpa Cotonou - Bénin",+2290195118382,
AVO YANTO NATIONAL,Pressings,Gbodjè Abomey-Calavi - Bénin,+2290161947471,Nous sommes une structure spécialisée dans les lessive de qualité à bon prix.
AYOMAN'PRESSING,Pressings,Atrokpocodji Abomey-Calavi - Bénin,Tel:+2290167192818,Nous intervenons dans le lavage de touts sortes de linges et d'entretien bâtiment dans tout son entièreté
CiaraCorporate,Produits cosmétiques,00229 - Segbeya Littoral Cotonou - Bénin,+2290196823387,
DODJI COIFFURE,Produits cosmétiques,09bp711 Cotonou Cotonou - Sainte-Rita Atlantique Department Cotonou - Bénin,+2290197854909,
FIFI DRESS QUEEN BEAUTY,Produits cosmétiques,FIFI DRESS QUEEN Atlantique Department Godomey - Bénin,+2290197033482,
Fifi's glamour,Produits cosmétiques,G9X7+GCM chrislafifame@gmail.com Atlantique Department Abomey Calavi - Bénin,+2290198535627,
Fée Esthétique,Produits cosmétiques,"l'aviation, Sassirou-Taïffa en Face du Barron sur la route de Donga Djougou - Bénin",+2290191720478,
Jolina beauty skin care,Produits cosmétiques,Tankpè Atinkamey Atlantique Department Abomey Calavi - Bénin,+2290197008838,
KEYLA BEAUTY,Produits cosmétiques,Non loin du festival des glaces - Haie Vive Haie Vive Cotonou - Bénin,+2290151020240,
Larey Store,Produits cosmétiques,Houinmin Djaguidi Département de l’Ouémé Porto-Novo - Bénin,+2290151995550,
Mcbeauty & accessories,Produits cosmétiques,- - Houenoussou Littoral Cotonou - Bénin,+2290197303518,
Ninahouse Benin,Produits cosmétiques,00229 - Gbegamey Littoral Cotonou - Bénin,+2290196154426,
Oboube Trading,Produits cosmétiques,"Ilot : 169, métallique, Bd Tokpota Département de l’Ouémé Porto-Novo - Bénin",+2290197058881,
Secret de femme d'ici et d'ailleurs,Produits cosmétiques,00229 Atlantique Department Cotonou - Bénin,+2290168990045,
Shade cosmétiques,Produits cosmétiques,9FPC+6W4 - Avotrou Département de l’Ouémé Cotonou - Bénin,+2290151793181,
Yinka Beauty's House,Produits cosmétiques,"Sacré cœur, benin/cotonou Akpakpa - Segbeya Littoral Cotonou - Bénin",+2290196254079,
Établissement de Jouvence,Produits cosmétiques,VONS Marlboro - Houenoussou Atlantique Department Cotonou - Bénin,+2290162821031,
ABEBI WHITE VIP SKIN CARE,Produits cosmétiques,"En face de la von avant la BOA, en quittant Tokpa et CTPS Akpakpa Cotonou - Bénin",+2290197685843,
AFRIQUE BEAUTE DELL,Produits cosmétiques,Maria Gléta Abomey-Calavi - Bénin,+2290196898589,
AFRO-LABEL COSMETIQUE,Produits cosmétiques,- 072 BP 58 Cotonou - Bénin,+2290196887070,
AFROBELA COSMETICS - NEW,Produits cosmétiques,"10, Rue Avenue de la Ruelle Cotonou - Bénin",+2290197720036,Une ligne de produits cosmétiques de luxe développée avec 100% de produits organiques.
AKPEDJE,Produits cosmétiques,Voie Pavés de l'Ecole Public Tanto Cotonou - Bénin,+2290167472716,
ALABA SHINE,Produits cosmétiques,C87W+648 Atlantique Department Godomey - Bénin,+2290197311041,
ALCOOL MAGIQUE,Produits cosmétiques,- Cotonou - Bénin,Tel:+2290196159917,
AMBISOL,Produits cosmétiques,Avenue Steinmez Cotonou - Bénin,+2290166000534,L'Aromathérapie
ANGELS,Produits cosmétiques,St Michel Cotonou - 08 BP 1113 - Bénin,Tel:+2290191383565,Ventes de parfums de gels de douches et bougies parfumées.
ANOUN OLOUA,Produits cosmétiques,Agbodjèdo Akpakpa Cotonou - Bénin,+2290197485756,
APOLLYON COSMETIQUES,Produits cosmétiques,- Cotonou - Bénin,+2290166686547,
ASCI (AFRICAM SHOPPING COMPLEX INTERNATIONAL),Produits cosmétiques,"Mson 159, derrière le stade Mathieu KEREKOU Kouhounou Cotonou - Bénin",+2290197638999,"Dégraissage-Massage-Esthétique General-Harmonie Parfaite du Couple. Les produits Vibro slim, Bellisse, Borose, Red Yeast, Shake off, Splina, Edmark café, Dauphin, Spa Salt élimine toutes les impuretés de la peau."
ASHAKE COSMETICS,Produits cosmétiques,PK10 Route de Porto-Novo Porto-Novo - Bénin,Tel:+2290195056060,
ASSOCIATION KOFOYAK,Produits cosmétiques,"Rue 8014, 2ème Vons derrière la Maison des Jeunes, 2ème Portail à Droite, Maison EL-HADJA Sikècodji Cotonou - Bénin",+2290195407910,
ATOME BIO,Produits cosmétiques,La 3ème rue en allant vers St Jean Etoile Rouge Cotonou - Bénin,+2290190003476,
2AG ENTENTE,Produits d'entretien,- 05 BP 468 Cotonou - Bénin,+2290193695779,
APPRO NEGOS SARL,Produits d'entretien,Gbewa Jéricho Cotonou - Bénin,+2290162825757,"APPRO NEGOS SARL est une entreprise qui commercialise les produits ''Prof'' La javel,le grésyl ,les savons liquide,les essences florales,les savon de table, l'acide chlorhydrique...etc"
BENIN ENTRETIEN AUTO ET SERVICES SARL,Produits d'entretien,Akpakpa 03 BP 1889 Cotonou - Bénin,Tel:+2290121328260,
BRISHOP,Produits d'entretien,Porto-Novo précisément à Gbôdjê Adjarra - Bénin,+2290166141477,"Nous sommes spécialisés dans la vente des produits de cheveux, les mèches, les habillement homme comme femme, et les boissons"
CHRISTAS,Produits d'entretien,C/248 Midombo - 05 BP 535 Cotonou - Bénin,+2290195280501,
GOBY'S & FILS,Produits d'entretien,Non loin de la mairie de Lomnava Lomnava Cotonou - Bénin,+2290197139996,
HOCNEL PRODUITS,Produits d'entretien,- Abomey-Calavi - Bénin,Tel:+2290160034762,HOCNEL produits est une entreprise spécialisée dans la production et la distribution des produits d'hygiène.
INFAD,Produits d'entretien,Houenoussou Fidjrossè Cotonou - Bénin,Tel:+2290169377984,"INFAD industrie de fabrication des détergents de tout genre (liquide, solide, en poudre)."
PENOUEL SERVICES,Produits d'entretien,"Immeuble Journal l'Autre Vision, Godomey 03 BP 3622 Godomey - Bénin",+2290198327574,"Production et commercialisation de Savon Liquide, Eau de Javel , Nettoie Vitre, Savon dur, Essence Naturelle (Lavande, Rosen Pomme...) marque ""Elan"". Vente en gros, semi-gros, et détail. Possibilité de représentation et partenariat. Votre satisfaction d'abord!"
SIC SARL,Produits d'entretien,01 BP 7721 Cotonou - Bénin,Tel:+2290121074028,
SIC-SARL,Produits d'entretien,01 BP 7721 Cotonou - Bénin,Tel:+2290121074028,
SOMEHAL Sarl (SOCIETE MEHDY ALVIN),Produits d'entretien,04 BP 1031 Cadjèhoun Cotonou - Bénin,Tel:+2290121312573,"SOMEHAL est une entreprise internationale spécialisée dans la vente d’insecticides, de désodorisants et de produits de nettoyage domestique et professionnel. Créée en 1992, SOMEHAL est devenu une société incontournable dans la distribution au Bénin. Nous accompagnons les entreprises et les ménages avec des solutions et des innovations en matière d’insecticides, de désodorisante, de matériels de nettoyage et de traitement."
SPE ENTRETIEN,Produits d'entretien,Camp guezo Cotonou - Bénin,+2290169890000,
A. G. ET FILS,Quincaillerie,Sèmè C/SB Maison Gahou Aguiar Abomey-Calavi - Bénin,+2290193743004,
ABIBOLA ALLADE SARL,Quincaillerie,06 BP 1349 Cotonou - Bénin,Tel:+2290121334582,
ABRO BENIN,Quincaillerie,"Carrefour SOGEMA, en face de la Banque Atlantique Saint Michel Cotonou - Bénin",+2290162746042,
ACIA BOUTIQUE,Quincaillerie,C/1103 Aïdjèdo Cotonou - Bénin,+2290197870039,
ADECHINA ET FILS,Quincaillerie,Lots 99 - 110 Tokpa - Dantokpa - 02 BP 733 Cotonou - Bénin,+2290197110325,
AFRIMACOD,Quincaillerie,BP 1212 Cotonou - Bénin,Tel:+2290121313014,
AKATEC,Quincaillerie,Non loin de l'OCBN Bohicon - Bénin,+2290197263203,
AROLAGBADE II ET FILS,Quincaillerie,Idigny Aga Ketou - Bénin,+2290195568034,
AVEC GROUP,Quincaillerie,Non loin du Carrefour Calavi Kpota Aitchédji - BP 2000 Abomey-Calavi - Bénin,+2290195344212,
AZA NEGOCE,Quincaillerie,Godomey Togoudo Abomey-Calavi - Bénin,+2290195952543,
BATI SUR SARL,Quincaillerie,- Zoundja Abomey-Calavi - Bénin,+2290195212549,
BATIMAT COTONOU,Quincaillerie,Avenue Delorme Carré 57 03 BP 0071 Cotonou - Bénin,Tel:+2290121314704,
BATIMENT PLUS,Quincaillerie,Agla Akplomey Cotonou - Bénin,+2290197838303,
BELLA CASA SARL,Quincaillerie,Face université d'Abomey-Calavi 06 BP 1087 Cotonou Abomey-Calavi - Bénin,+2290196574247,
BENIN CHEMICALS AND MARKETNG - BCM,Quincaillerie,"Rte de Porto-Novo, Zone Industrielle, PK 4,5 Akpakpa - 01 BP 1618 Cotonou - Bénin",Tel:+2290121332458,Fabrication et vente de Peinture et des Chaises.
BIMEX BENIN,Quincaillerie,8 BP 0458 Abomey-Calavi - Bénin,Tel:+2290121338598,
BSB (BIOU SERVICES BENIN),Quincaillerie,"Au bord des pavés en quittant le CEG Houéyiho pour Fidjrosè, juste en face du centre médical Medland Gbèdégbé - 01 BP 327 Bohicon Cotonou - Bénin",+2290160204493,
BUSINESS AFRICA CENTER,Quincaillerie,Saint Jean Lot 431 09 BP 292 Cotonou - Bénin,Tel:+2290121326450,
C.G.M,Quincaillerie,"Lot 223 Maison Codo, pavé Kérékou Zopah Abomey-Calavi - Bénin",+2290164993682,
CGBCI,Quincaillerie,"C/185, Av Steinmetz, en allant vers la maternité Lagune Missébo - 01 BP 303 Cotonou - Bénin",+2290196165538,
CHANTIERS D'AFRIQUE,Quincaillerie,- Cotonou - Bénin,Tel:+2290121030959,
CINAMON INTERNATIONAL INVESTMENT,Quincaillerie,Ouando Porto-Novo - Bénin,+2290197572524,
CMI BENIN,Quincaillerie,Rue pavé allant vers tankpè Abomey-Calavi - Bénin,+2290197159918,
COMPTOIR BOUSSARI ET FILS,Quincaillerie,Avakpa ZIP 1-106/P Porto-Novo - Bénin,+2290197070916,
CTP-SENA,Quincaillerie,Misséssinto Abomey-Calavi - Bénin,+2290162627868,
DEPOT DE CIMENT CHEZ CLEMENT,Quincaillerie,Non loin du Carrefour Djadjo Houeto Abomey-Calavi - Bénin,+2290195428944,
DIEU EN CONFIANCE,Quincaillerie,"852, carrefour Midombo Akpakpa Cotonou - Bénin",+2290197345072,
DOMINO,Quincaillerie,Sur la Voiries en Quittant le Stade de l'Amitier Kouhounou Cotonou - Bénin,+2290196026073,"Peinture, Carrelage"
EN/SE MAX SERVICE,Quincaillerie,Quartier kindonou Cotonou - Bénin,+2290197274733,
ENTREPRISE SATON,Quincaillerie,Quartier Galiel Malanville - Bénin,+2290197079133,
ACOGEST,Représentation commerciale,01 BP: 855 Parakou - Bénin,+2290197947423,Agence pour le Commerce et la Gestion
AFRI LEADERS CONSULTING,Représentation commerciale,"C/477, 1er Arrondissement Yagbe Cotonou - Bénin",Tel:+2290121196470,"Représentation d'affaire, Gestion des produits tropicaux, Ressources humaines, Transports Logistique Assurance."
ALEGRESS-TRANS,Représentation commerciale,"Von face ENEAM Gbegamey, en face du bar ENJOY Cotonou - Bénin",Tel:+2290121071719,
ATS (AFRICA TRADE SERVICES),Représentation commerciale,- Fidjrossè - 08 BP 016 Tri Postal Cotonou - Bénin,+2290166860019,
AZANDEK,Représentation commerciale,- Cotonou - Bénin,+2290196646365,Representation Commerciale
BARIC BENIN,Représentation commerciale,- - Cotonou - Bénin,Tel:+2290121026899,
BENIN-WORLD MARKET,Représentation commerciale,C/1397 Sainte Rita Cotonou - Bénin,+2290194772727,
CAMEL EXPRESS,Représentation commerciale,Finafa 06 BP 1147 Abomey-Calavi 06 Abomey-Calavi - Bénin,+2290190430696,"Camel Express est une entreprise en croissance. Elle s'est spécialisée dans la livraison (locale, régionale et internationale), la représentation commerciale et l'Import-Export. Elle représente plusieurs de ses partenaires étrangers (investis dans le vestimentaire, l'alimentaire, le cosmétique, etc.) dans les pays Africains comme le Bénin, Mali, Togo, Cote d'ivoire, Burkina Faso, RD Congo, Cameroun, Gabon, Sénégal et autres."
CHEDO Sarl,Représentation commerciale,"Av. l'Ouémé, Non loin du Carrefour Vodaphowé Gbèdjromédé Cotonou - Bénin",+2290195787893,
CO FORSE,Représentation commerciale,"Rue 2210, Yénéwa, à Coté de l'Immeuble Moov 04 BP 1473 Cotonou - Bénin",+2290194767248,
COREDI,Représentation commerciale,Pk 14.2 route de Ouidah 02 BP 2578 Cotonou - Bénin,+2290196755737,
DIE-LAND SERVICES,Représentation commerciale,Tankpè Abomey-Calavi - Bénin,+2290197671964,"Officiellement enregistré au RCCM du Bénin, DIE-LAND SERVICES garanti la sécurité et la rentabilité de vos investissement et vous offre des clauses de représentation de vos produits et services les plus fiables et allégées."
DUBAI CARGO,Représentation commerciale,Saint Michel Cotonou - Bénin,+2290160706060,
ETS COMPTANT COMPTER,Représentation commerciale,04 BP 139 Cotonou - Bénin,+2290195358899,Ets COMPTANT COMPTER fonctionne dans tout secteur d'activités.Nous sommes l’agroalimentaire comme dans l’énergie ou nous faisons la commercialisation du carburant et du gaz.Aussi Ets CC fait la représentation commerciale des produits d'autre structure
ETS DAGBE-INTER ET FILS,Représentation commerciale,"Pk14, Route de Ouidah, Godomey Abomey-Calavi - Bénin",+2290197433141,Sérieux et Ponctualité
ETS TCHAWOKOU,Représentation commerciale,Rue 217 Natitingou - BP 387 natitingou - Bénin,,
ETS VS TOUR,Représentation commerciale,A coté du CS Nanguézé Gbèdjromédé Cotonou - Bénin,+2290164116612,
FMI COMMERCE,Représentation commerciale,"1103 ILOT 141 Parcelle P. Maison Dominique ABOU COCO, Finangnon, 1er Arrondissement. Cotonou - Bénin",+2290168002024,"FMI COMMERCE s’est spécialisé dans les services d’intermédiation commerciale, d’assistance pour obtention de visa, de tourisme, de coaching privé en trading, achat et vente de crypto monnaie, conseil et orientation et formation en investissement."
GECONT INTERNATIONALE SARL,Représentation commerciale,Avapka Porto-Novo - Bénin,+2290169723960,
GET CONSULTING GROUP,Représentation commerciale,- Cotonou - Bénin,Tel:+2290121000721,
GLASSEM SA,Représentation commerciale,Sainte Rita 07 BP 184 Cotonou - Bénin,Tel:+2290121380472,
GUEDOU GUEST TRADE SERVICE (GGTS),Représentation commerciale,- Cotonou - Bénin,+2290166725224,"GUEDOU GUEST TRADE SERVICES (GGTS) est une agence expérimentée de marketing spécialisée dans la représentation commerciale, la prospection commerciale, la communication, le service après-vente, le suivie client, la constitution et la mise à disposition de base de données ainsi que le développement des stratégies de fidélisation et recrutement clients."
HEB CONSULTING,Représentation commerciale,A 200 mètres de la pâtisserie LE NOTRE Zogbo Cotonou - Bénin,+2290197772955,"Formalisation, Assistance Fiscal, BTP, Recherche de Financement, Représentation commerciale."
K&P GROUP,Représentation commerciale,- Cotonou - Bénin,Tel:+2290121190561,
LE RICH,Représentation commerciale,Carrefour boa pythagore Zogbo - 04 BP 248 Cotonou - Bénin,+2290194622211,
LIBRE MARCHE,Représentation commerciale,- Abomey-Calavi - +229 - Bénin,+2290197187541,LIBRE MARCHE est une entreprise de prestations de services et de représentation dans divers secteurs d'activités...
LORENZO FINANCES & SERVICES,Représentation commerciale,"Agboto Yèvié, Adjarra 01 BP 3261 Cotonou 01 Cotonou - Bénin",+2290166243303,"Intermédiation commerciale, Représentation commerciale, Courtage, Distribution des produits (alimentaires, cosmétiques, d'entretien et d'hygiène) et matériels médicaux. Finance digitale, commerce général, Délégation médicale, etc..."
MATRIN (MARKETING & TRANSACTION INTERNATIONALES),Représentation commerciale,Dans le Von de l'Ecole Bénin Dédokpô - 05 BP 9086 Cotonou - Bénin,+2290167335083,
MED MULTI SERVICE EXPRESS SARL,Représentation commerciale,Houeyiho deuxième rue avant la clôture de l’aéroport Cotonou - Bénin,Tel:+2290121304050,
MHP LOGISTIC,Représentation commerciale,"Womey, Maison HOUNFODJI Abomey-Calavi - 00229 - Bénin",Tel:+2290197362703,"Nous sommes entrepreneur dans les meubles de luxe; Nous proposons des meubles modernes tels que : armoires, dressing, lit, porte verre, bureau, coiffeuse; Nous distribuons également les petits et grands Électroménagers."
1 L MODE,Stylismes,Rue Diamond Bank Wologuêdè - Minonkpo Cotonou - Bénin,+2290197077980,
AFRICA WORD FASHION,Stylismes,- Squa Gbéto Cotonou - Bénin,+2290197777391,
ALI CREATION,Stylismes,- Cotonou - Bénin,+2290195967458,
AR DESIGN,Stylismes,CALAVI APRES RESTAURANT 229 EN QUITTANT CARREFOUR KPOTA Cotonou - Bénin,+2290161677201,STYLISTE MODELISTE.
ATELIER BLACK IS BOSS,Stylismes,- Cotonou - Bénin,+2290197456666,
AUX CISEAUX D'OR,Stylismes,"Saint Michel, C/ 384, Bd. Saint Michel BP 644 Cotonou - Bénin",Tel:+2290121314077,
AYA CREATIONS,Stylismes,Cotonou Cotonou - Bénin,+2290166598788,"Confection de vêtements et d’accessoires de mode pour homme femme et enfant en tissus Africains et moderne, réalisation de croquis de mode"
BRODERIE MODERNE,Stylismes,"Route de Porto Novo, Akpakpa 06 BP 1020 Cotonou - Bénin",Tel:+2290121332519,
CHAROFAN,Stylismes,Akpakpa midombo Cotonou - Bénin,+2290152267602,
CHICNADY,Stylismes,Kowegbo Akpakpa Cotonou - 01 - Bénin,+2290154573479,Styliste modéliste. Vente dés tissu. Et dévers
CK FASHION,Stylismes,"Après Marina, en allants vers l’étoile Cotonou - Bénin",+2290195010169,
CREATOR BE FASHION,Stylismes,Vedoko Cotonou - Bénin,+2290197584967,"Créator Be Fashion est un atelier de couture, de stylisme et aussi un centre de formation spécialisé dans la couture des tenues françaises."
DIAMANT DESIGN,Stylismes,"Non loin du carrefour Batito, Mson 507 Cotonou - Bénin",+2290195065698,
Darlène ABISSI,Stylismes,- Cotonou - Bénin,+2290197862786,
EDI SESSI,Stylismes,"C/1543, Axe Akossombo, Cité Houéyihô Cadjèhoun Cotonou - Bénin",+2290195810606,
ESPERANCIA,Stylismes,Ste RITA Cotonou - Bénin,Tel:+2290191920000,
ETS CREATION DAKAR,Stylismes,"C/ 272, Rue Augustin Nikoué, vons Hôtel BABO, Scoa gbéto Cotonou - Bénin",+2290196036093,
ETS MISS COUTURE,Stylismes,- Godomey Abomey-Calavi - Bénin,+2290195069620,
ETS SALEM,Stylismes,Non loin de Bakita Tankpê Abomey-Calavi - Bénin,+2290197866614,
EXPERENCIA STYLISTE,Stylismes,Non loin du Pont Sainte Rita Cotonou - Bénin,+2290194793723,
FEL'IN,Stylismes,Rue face à Toxi Labo Maro-Militaire - 08 BP 0852 Cotonou - Bénin,+2290195194538,
FRANCINE FASHION HOUSE,Stylismes,"494 Av. Renouveau, Angle de la 2ème Rue après la poste de Wologuèdè, en allant vers Carrefour St Rita Sainte Rita - O1 BP 8126 Cotonou - Bénin",+2290195951041,"Société de Mode, de création de style, et de vente d'articles vestimentaires et accessoires. Avec @FFH c'est le plaisir de s'habiller."
G.LUCE (GRETTA LUCE),Stylismes,Pavé face église St Michel Maro-Militaire - 01 BP 1519 Cotonou - Bénin,Tel:+2290121312123,
GERBA & DI'S,Stylismes,"Rue station BENIN- PETRO, Fifadji Cotonou - Bénin",+2290195960792,"Confection et vente des vêtements. Maison de Mode Le prêt à porter se trouve à Sikècodji, en face du planning Familial."
HEGT (HAUTE ECOLE DE GESTION ET TECHNOLOGIE),Stylismes,50m de l'échangeur de Godomey Godomey - 03 BP 2396 Abomey-Calavi - Bénin,+2290121351004,
IHCP-CF (INSTITUT DE HAUTE COUTURE ET DE PERFECTIONNEMENT-CRIST FASHION),Stylismes,- 04 BP 568 Abidjan 04 Comè - Bénin,+2290151262658,"Formation en stylisme, modélisme et en mannequinat; Textiles et habillements; Confection de vêtements et prêt à porter; Conseil de mode."
INSTITUT DE MODE EL MORIJAH,Stylismes,"Derrière rue, avant la station JNP Hêvie Abomey-Calavi - Bénin",+2290140808403,
"INSTITUT DE MODE ET DU DESIGN ""GAB EMPIRE""",Stylismes,Hêvié Abomey-Calavi - Bénin,+2290166777518,
INSTITUT DE MODE YAYA,Stylismes,- Bohicon - Bénin,+2290163538859,"Haute couture, stylisme, modélisme"
JOYCE FASHION,Stylismes,Azongbomey Agla Cotonou - Bénin,+2290197707417,
AFRICAGEL Sarl,Supermarchés,"Rue du Renouveau, Lot 672 Sainte Rita - 01 BP 5843 Cotonou - Bénin",Tel:+2290121321735,
AGRIPACK STORE,Supermarchés,Agla Hlazouto 1er Pont Agla Cotonou - Bénin,+2290197351639,
AMERICAN 24,Supermarchés,"C/ 44, Av. Delorme, à côté de la Droguerie Tokpa Hoho - 01 BP 4633 Cotonou - Bénin",Tel:+2290121309986,
AZIMA STORE SUPERMARCHE,Supermarchés,Carrefour Bidossessi Abomey-Calavi - Bénin,Tel:+2290121312362,
BABA SUPERMACHES,Supermarchés,A Côté de Canal+ Tokpa Hoho Cotonou - Bénin,+2290166090088,
BE MARKET SUPERMARCHE,Supermarchés,Atrokpocodji Cocotomey - 09 BP 617 Cotonou - Bénin,+2290161757140,
BENIN MARCHE,Supermarchés,Rue 1110 Mènontin - 01 BP 1086 Cotonou - Bénin,Tel:+2290121380955,
BENIN MARCHE SENADE,Supermarchés,En allant vers le EPP Sènadé Sènandé I - 01 BP 1086 Cotonou - Bénin,Tel:+2290121380955,
BENIN RETAIL,Supermarchés,"Rue 4060, PK 3 Akpakpa - 01 BP 2376 Cotonou - Bénin",+2290163000023,
BSS SUPERMARCHE,Supermarchés,"A côté de la cathédrale Notre-Dame, Annexe: sur la route de l'Aéroport, Les Cocotiers Ganhi - 25 BP 17 Cotonou - Bénin",Tel:+2290121315844,
CABDHAL CO,Supermarchés,"BP 159, Suru Lere, Rue 1854 - Plan F1 - Page 185 Cotonou - Bénin",Tel:+2290121330449,
CARREFOUR SUPER MARCHE,Supermarchés,"Vodjè, Bld. du Canada - Plan J4 - Page 180j Cotonou - Bénin",Tel:+2290121027459,
CHAMPION SUPERMARCHE,Supermarchés,2 akassato en face de la buvette M77 Abomey-Calavi - Bénin,+2290161919100,"Champion Supermarché , Alimentation général , Droguerie , Whisky, vin et Spiritueux , Vente d'article Chicha et aliment pour Animaux domestique."
CICA SERVICE,Supermarchés,vodjè Cotonou - Bénin,+2290165618080,
CUT PRICE SUPERMARCHE,Supermarchés,Non loin du carrefour Aglouza Cocotomey Cotonou - Bénin,+2290167526781,
DCNA,Supermarchés,- Godomey-Togoudo Abomey-Calavi - Bénin,+2290162584193,
DIVINE VICTOIRE ET FILS SARL,Supermarchés,Sènandé à côté de la SONEB en allant au Carrefour Suru-Léré Cotonou - 229 - Bénin,+2290195468095,Découvrez des multitudes d'articles dans nos rayons pour votre bonheur. Satisfaction garantie. - Boissons - Pagnes - Bijoux - Sacs - Ustensiles - Divers
ENIOLA MARKET,Supermarchés,En face de la clôture d'IITA Abomey-Calavi - Bénin,+2290197154394,
ETS CHRIST ATTIDZA,Supermarchés,Rue Okpê Oluwa Wologuêdè - Minonkpo - 08 BP 1073 Cotonou - Bénin,Tel:+2290121318025,
ETS ECO MENAGE,Supermarchés,"Non loin du carrefour Tankpè, à droite ITTA cité la Victoire Abomey-Calavi - Bénin",+2290194168777,
ETS FRANC PRIX,Supermarchés,"C/ 783, Bd. du Canada Vodjè - 01 BP 1095 Cotonou - Bénin",Tel:+2290121306563,
ETS KMART-PLUS,Supermarchés,"Ilot 2212, Maison ADISSO Kouhounou Cotonou - Bénin",+2290194509675,
